,Review ID,Business ID,Review,Rating
15,xVk6bgBf3Biz9FXv8xpglg,rRPuX18uiYLEUGdJ9xQBEQ,"Amazing spot- go to the outdoor patio! 

Drinks are no-fuss, legit... if you are looking for a delicious frozen cocktail or just a good solid wheat or sour...",4
16,s5bwDEFZYWNyV-YpGgLF7g,rRPuX18uiYLEUGdJ9xQBEQ,Happy to find another gem that has an outdoor area with plenty of space to social distance all under a shade provided by a glorious tree. Drinks are easy /...,4
17,pmaCs8NAvCu_ziK0xVyiBA,rRPuX18uiYLEUGdJ9xQBEQ,Went to this place on a Wednesday night to meet with some coworkers. It's on a pretty busy block with plenty of bars and restaurants that are open for...,5
18,CtU7z7vA5DqYfJ92_IjPKA,c3Ww3pgeHjBi3ctkeUWrjQ,"Outstanding spot. Couple friends of mine are covid conscious, and found it really convenient that they have outdoor and outdoor patio options available....",5
19,5RWZc82VNXsMDkylP30Elg,c3Ww3pgeHjBi3ctkeUWrjQ,What a fun spot- we used to come here all the time (pre covid)!! Glad to see they're operating again. The staff here are all super nice and chill. There are...,5
20,sqUvRhZyhYYzuvOQUoRB_A,c3Ww3pgeHjBi3ctkeUWrjQ,This bar is truly amazing! My wife and I held our post-wedding celebration at this bar and the staff went above and beyond. We emailed Rob to reserve the...,5
21,5aVYuQ4fVh6QRXSdYvVaCA,1q_njVUL27NVIhU0roB1BA,"As everyone says, this is a beautiful, classic restaurant and bar from the bygone era of Little Italy. Even though tourists love it, you will find a few of...",5
22,Hp6PlquT1Jnx-9OFjyzy4A,1q_njVUL27NVIhU0roB1BA,"P.S. This iconic place is now reopened!!!! It's going to be a great Summer!!!!

Phenomenal only-in-New York kind of place. It's an old Tavern in NYC's...",5
23,UCIXxoXfjgk05pjIaSHmfA,1q_njVUL27NVIhU0roB1BA,"We found this place by pure coincidence, just a beautiful day getting lost walking the streets in NYC, I really need to get something to drink and I told my...",5
24,_h1N2VAHInwNzBWiAhWQwA,5NdHeWLgrXhIySx9ogCNQg,"I'm pretty sure this is one of the best service places I've sat at! They do very well with Covid, the outdoor patio is warm (with heaters!) welcoming,...",5
25,tsS3IWKCuDK7lnzjh-GWnw,5NdHeWLgrXhIySx9ogCNQg,Collaboration between Leitao of Brooklyn and the former Upright  Brew house brings some righteous Portuguese food to the West Village. I hope you like...,5
26,LXPv7Cq9SpnR-FnBTRONpQ,5NdHeWLgrXhIySx9ogCNQg,Upright did a great job at making the best out of NY's idiotic restaurant Covid restrictions. It had semi-covered outdoor space with the right amount of...,5
27,2aXo-ZyafkdVL_tstgOyPQ,rVwQcrogYw-O2SsAk51iYA,"As much of Manhattan's wit and charm continues to disappear, it's timeless hotel bars like this that ages like fine wine though let's not kid ourselves, I'm...",5
28,zs-8SnF7Dcubt-FhiMAyuQ,rVwQcrogYw-O2SsAk51iYA,"When NY reopens, this is the first place I'd go!!! Why? Well, you get to get dressed up and take off the pajamas you've been living in and actually see...",5
29,nDW_bDzKVE0pJ39LtcLH2w,rVwQcrogYw-O2SsAk51iYA,Excited for Bemelmans Bar to reopen! We will definitely revisit when the time comes. Cheers from the West Coast,5
30,FjKXj40nPuQkvk5ZRUm9og,RemvTpxalDjSew5HwmNzUQ,"Came here on St Paddy's from 5-7:30pm
All around this was a great experience! 
The host was nice and took us in without any wait. 
We were sat up on the...",5
31,As48VLtlXsLpqE288M4uQA,RemvTpxalDjSew5HwmNzUQ,Came here earlier this week when indoor dinning finally re-opened. It was easy to book a reservation for an early afternoon on a weekday. They checked our...,5
32,w54qQgR6gGYkeQkkbJjgAw,RemvTpxalDjSew5HwmNzUQ,"Managed to reserve a table on the same day for dinner. It's my second time here and first after covid, it is back with the crowd but with proper social...",5
33,dGp6e6tSMh0V7S_6rITcmQ,vdrHSnRc1X2pJiLJuiOfGA,We've been in town for a couple of days having traveled from Chicago to attend the Grief and Grievance exhibition at the New Museum. We'd been told that...,5
34,9srwhH3UTJj6q2lZDznhbQ,vdrHSnRc1X2pJiLJuiOfGA,It smelled like wet dog in here. I get it was raining the day I came here but it's rare to walk into a bar that absolutely reeks. The other people I was...,3
35,EAKiYMYI_kVN_Pyj-F3YQA,vdrHSnRc1X2pJiLJuiOfGA,"Such a classic, no frills dive. Owner and staff are so welcoming. Taylor is the most fun and warm bartender. Great outdoor setup with heaters. Please go...",5
36,HbpJwW8iIM74EDMaqAfirg,VCoSWqRuQVvyKS32sZqgRw,"A truly special sports bar in the middle of East Village.

Yes, as others have explained, it's small. If you're more into the Midtown scene where you can...",5
37,zZbQR039JUuGjVWAfPEQ6w,VCoSWqRuQVvyKS32sZqgRw,"What a gem of a bar in NYC. Came in here on Saturday for round 2 of the MLB playoffs. Upon arrival, they had a bouncer working the door who was a little...",5
38,AyfFhji9M4CWcdzvcIxpqg,VCoSWqRuQVvyKS32sZqgRw,"Best find of 2018.
As of last year, I found my true sport spirit animal -- Hockey. It filled the void in my heart that I didn't even know exist.

So when...",5
39,NBzLFHRn-RxdoBnQK7uzMQ,1pMep2AS_MPdobWwDzgkPw,So many fond memories here.  Came a lot pre-covid.  They came across my mind for some reason and wanted to show my support.  The place smells like delicious...,5
40,VuGMimOFB6Gn4wRs-w33cg,1pMep2AS_MPdobWwDzgkPw,Stopped by this Brooklyn institution this week for their 14th ( 14th!! ) anniversary.  What a great night.  Have not had the pleasure to be here since COVID...,5
41,ksio1xjxJCrmxF1_pVxcuw,1pMep2AS_MPdobWwDzgkPw,"cool watering hole, a few blocks from the atlantic avenue train station.
lots of beers to choose from and they constantly change. plenty seats at the bar...",3
42,IcW04yQN8rJjgvHwU4sHXA,RAejT6MPqqpprhgiCDdyJA,"Popped in here for some drinks and appetizers with friends and had a nice time. The waitress was good at first, she immediately brought us water in the...",4
43,RLb8H5fHD149vWoS0hBxUw,RAejT6MPqqpprhgiCDdyJA,"After enjoying our Saturday munching down on some delicious pastrami over at Kat'z, we decided we needed to get some drinks on us. Besides, it was a weekend...",5
44,VxH7G-M4XDBLt9i7riXU4Q,RAejT6MPqqpprhgiCDdyJA,I had so much fun at this place !! A group of friends and I were bar hoping from place to place and bumped into it. They were playing the latest music and...,5
45,K50x-5fADzpypTSHXPnbfg,xHgMfdyLA5SPQz4c3ItTgg,"Tots, tots, tots, tots, tots!

My go to bar in Park Slope. Amazing beer selection, the kindest bartenders you could hope to find in NYC, and some of the...",5
46,XHC-wgr5z9G4O01GpDumoQ,xHgMfdyLA5SPQz4c3ItTgg,"Super friendly staff and quick service! I stopped here to grab a quick beer on the sidewalk and a hotdog.  They have an assortment of booze - tap, can, well...",4
47,hcgAupLwgLprzJNZp8wxEQ,xHgMfdyLA5SPQz4c3ItTgg,"I'm sure since you have a 5 star rating, this won't affect you. But somebody has to say something and put their foot down on the total disregard for Covid...",1
48,hWZFzeYhG0KiuSnO_1GHTA,RzKR9QcYP03EQ_8DxTxowg,"I absolutely love Barrio Chino! I came here a few years ago for brunch with a friend, and I remembered it being amazing. So when we needed to find a good...",5
49,YdKBdMd6GClofTstnIP7Gw,RzKR9QcYP03EQ_8DxTxowg,"Covid has brought a new way of living and enjoying time with loved ones. 
My friends from NJ\NY and surrounding came with the last minute idea to get...",5
50,AxYeCoPPRcXRP0WXDBTmvQ,RzKR9QcYP03EQ_8DxTxowg,"We came here during a really hot summer evening during COVID-19. We sat outside and enjoyed a few drinks and food. The guacamole, chips and salsa were...",4
51,Kx7CgD6U6nIGB-BoVO0Zew,zWem2SAbFc7lIYR2y9DE0g,If there's one thing you absolutely need to try it's the Doritos quesadilla. I get random cravings for it on the regular. There's something so satisfying...,5
52,dH4rMuTm5UY_ZtW2bOgZCg,zWem2SAbFc7lIYR2y9DE0g,"A little pricey but well worth it. Great outdoor setup for covid with heating lamps and good ventilation. Delicious burgers, fries I am constantly craving,...",5
53,xr9vsGYRhJsBI8jDCMv7tw,zWem2SAbFc7lIYR2y9DE0g,The fried cauliflower was mind-blowingly good. So crispy and light. The cocktails were amazing and the burger combos are unique and actually hit the mark...,5
54,HDaZWCy3UeUSRzkQvGvKmA,MBkyCEjBbe-Ql63agwOUpw,"Easily one of my favorite bars in NYC- and it's not just because I'm a metalhead! 

As others have said- don't let the decor intimidate you. All are...",5
55,oRw0k6LZu9BWWvCFfA2cIQ,MBkyCEjBbe-Ql63agwOUpw,"Metal! Metal! Metal! Shout at the Devil!! 

This is hands down NY's metal bar. 

Are you looking for an electric chair, coffin seating, autographed metal...",5
56,Oz_Vu1_VldV4uj2yEF-hlw,MBkyCEjBbe-Ql63agwOUpw,"Best bar I visited in my week stay in NY. Incredible memorabilia for all metal fans. Goatwhore, Suffocation, Mayhem, Amon Amarth have all been here and many...",5
57,AIykTZ4uammgPG4j_aQHRA,WighGWv8nmo5N6f0FZETHw,"The BEST place for Bucks fan to celebrate Saint Woody and THE Ohio State Buckeyes, talk about our disdain for that state up north, and raise a glass to our...",5
58,tZ1CxKEvA3p2PAs2D3SvAw,WighGWv8nmo5N6f0FZETHw,An excellent place to watch a game. There is nowhere in the joint to have a bad viewing. The drinks are great and plenty of beer options. They were just out...,5
59,AlAPtBPYObEM5m75AajgmA,WighGWv8nmo5N6f0FZETHw,"Went to 4th Down Sports Bar to watch a football game on Saturday afternoon. Nothing flashy, 4th Down Sports Bar focuses on featuring each game and providing...",3
60,qsv78HK8blRdxi4Q_HJubA,zupIzmhdcH0U6vJQQxDBiQ,"I remember the day that I discovered Bar Bruno like it was yesterday...Ok, so it was actually last week -lol. Either way, it was truly magical the way that...",5
61,OK_GLiWpvZhESmHT978NbQ,zupIzmhdcH0U6vJQQxDBiQ,"Grabbed dinner here with an old friend around 5:30pm on a Friday night and the outdoor seating area already looked packed! Despite that, the waiter was able...",4
62,u9BvcPpCnDjQ4tcsjZEwWQ,zupIzmhdcH0U6vJQQxDBiQ,Went to Bar Bruno on August 8th  with a friend after an intense day of shopping at IKEA. Had to wait about 30 minutes to get an outside seat due to COVID...,5
63,UEKGSX7IFjD12Krdlx8v5g,38YuedP0ItlKbC-ncJ1XCQ,"Came here for brunch a few weeks ago and quite enjoyed it. They had ample outdoor seating, all tables were socially distanced. We started with drinks: a...",4
64,xQhlwU5aWw7nQA2kE63WAA,38YuedP0ItlKbC-ncJ1XCQ,"Had brunch here on Sunday afternoon, and enjoyed it. They don't take reservations, but we were a group of 4 and arrived just before noon and didn't have to...",4
65,XaJC_0FMDwwnYbwqc4fV1Q,38YuedP0ItlKbC-ncJ1XCQ,"Went today and it was excellent!

Veggie frittata was delicious and came with a side of flavorful breakfast potatoes and sliced cantaloupe. My friend got...",5
66,y13Wfd9y6WwvddHo63zknw,UjdqrYedKDokSPE2dDwFbA,Still coming here in 2020 and still just as good. The boneless wings always hit the spot and they have a cool little outdoor setup now which is a nice...,5
67,0Rm86QhCGvsmmPiTymCPwg,UjdqrYedKDokSPE2dDwFbA,They have a fantastic scene!  They are following all COVID precautions.  Best wings in NYC.  One of the only sports bars left in NYC.  The owner makes a...,5
68,InKEu88ycDXSFyRgIMZsrw,UjdqrYedKDokSPE2dDwFbA,"We ordered delivery from Bar Coastal on a Saturday at peak time. The order came in a timely manner, and everything was delicious! We had buffalo wings,...",5
69,DECUyyvf-5kvKcpB_djpNA,rlZP-SWgNXH-2Ejp9dHEgw,"Grungy, a little run down, cheap libations. How could you possibly go wrong?? I love coming down to Jeremy's on a random evening (pre-covid) and having a...",4
70,PTAsoVUs8f-GALILQov2Ow,rlZP-SWgNXH-2Ejp9dHEgw,This place is the pearl in the oyster of seaport. They have all the proper covid signage up but I didn't see any sign warning me of drowning in the 32 ounce...,5
71,W5wR10eRAm5-fSLdR17uBg,rlZP-SWgNXH-2Ejp9dHEgw,"It's cool.  For a dive bar.  

The food wasn't particularly good.  It was ok.  Our onion rings were fried in what appeared to be very old oil.  Very greasy...",4
72,rQsLewpcz201xf5hgS3LWw,xGDGHg7G0Z6xvUo4xVXXVQ,"I love this place so much
I came from LA and really glad to found this place 
People are so nice and they have pingpong table
So much fun this place 
Love it !",5
73,RTrXH1axhHb2N97A_540xA,xGDGHg7G0Z6xvUo4xVXXVQ,"The emerson is like an old friend that you haven't seen in a few years but when you do it's all good.

I haven't stepped foot in this place in years (kinda...",4
74,QzBKU2g-aSqia0qvEnYddA,xGDGHg7G0Z6xvUo4xVXXVQ,"This place is ok.... Even before the pandemic. 

The only thing that I don't like there is the drinks are incredibly overpriced for a place in Brooklyn....",3
75,8nML7WvnW5wsefdHgmUOJw,6qFNdq6JKj_dLUbVtLygow,Came here with some friends for a casual drink. It is a very small place with a bar and a few side tables. There's no menu but a full bar so you can order...,4
76,ZN8pggqMEjWFjrgqz8_Tjw,6qFNdq6JKj_dLUbVtLygow,Small but vibrant place for a Monday night. Small selection of bottled beer but works for a night when you are catching up with a friend.,4
77,y11EEJJeNG00kV34RGgsyg,6qFNdq6JKj_dLUbVtLygow,Was randomly walking around the area with some friends looking for a place to get a drink when we found this Union Square's dark lounge with walnut walls...,4
78,1uzBjAFIGnu-9w6FhsOFLg,E4wNBoe1PD0pCyF6qr-xbA,"Been here twice in the last few months and well worth the walk across the bridge from LIC. Nice beer selection, both on tap and cans for takeaway from other...",4
79,IJrq11d6vdG7Ez-LrqMclw,E4wNBoe1PD0pCyF6qr-xbA,Just came here for a few beers on the roof. I loved the view and the water tower by Tom Fruin (I'm a nerd and love seeing his artwork through out the city)....,4
80,o4N0gGu3PJNTq22oALUIWg,E4wNBoe1PD0pCyF6qr-xbA,"Live a block away and this spot is awesome! The roof top gets a bit busy, but never waited more than 10 minutes or so and can grab a beer while waiting....",5
81,yvjzG2A2PAD8Lwp02MI9jw,3lLBRLbXAIgd1yZgWgnfeg,from the moment you enter the door. mood lighting. beautiful wood and maroon curtains shrouding intimate booths perfect for intimate conversations. sultry...,5
82,LmqIk6XUKVNhf3YOZbBdqQ,3lLBRLbXAIgd1yZgWgnfeg,"** 4.5 stars **

Dutch Kills is one of the early revivers of disciplined cocktail mixology, of Milk and Honey lineage.  In the more than dozen years they've...",5
83,wMMI3ivfT2U3b3sqrhuT7g,3lLBRLbXAIgd1yZgWgnfeg,"If you're ever in LIC, looking to grab a drink, Dutch Kills is the place to go. Even now during Covid, Dutch Kills does a great job taking the right...",5
84,HLgd4Qr69UoW6dq857Qh7w,_wGh4AYcmSicLTtxwmdPlA,"Where else does happy hour run until 8pm?  You tell me, I'll wait.  In addition to a late happy hour, the prices are those that will actually get you happy:...",5
85,g0FvJrcaJvOAde7fmo1_GA,_wGh4AYcmSicLTtxwmdPlA,Incredibly rude staff. They say they're pet friendly but they're absolutely not. Would not recommend.,1
86,F_XaI7TQ-RB8K7Uggh-ikQ,_wGh4AYcmSicLTtxwmdPlA,"Deep in the hipster heart of Greenpoint lies both the Oak & the Iron.  

What do you get when you mix up honky tonk southern style, with the hip epicenter...",4
87,vwxb-g0Dd4kR89PprmJq8g,SBkebBPuX2mRUQ9VaQ91NQ,"I love this place. I recently moved across the street basically and can't talk enough about how welcoming and chill everyone who works there is, even during...",5
88,Br1I0T7adqP0bAjPegwRcA,SBkebBPuX2mRUQ9VaQ91NQ,Online said they closed at 8:00PM because we are still technically in the middle of a pandemic but the guy working who was really cool by the way said it...,5
89,19NZZNLPrs5oZk_SNrcrVw,SBkebBPuX2mRUQ9VaQ91NQ,"They're back for takeaways and deliveries! Come get your freak on, then go home. Don't linger too long and get the bar in trouble.",5
90,1hpCpoCDZ5QjQ_qAZs_tUA,ZnhRUBos9FGQZrzbcPn6Vg,I've been coming here for years as a tradition after visiting the 9/11 memorial to pay my respects. It's so deep seeded in NYC history and a popular hang...,5
91,iaGHSaF_CI2lhHHakBw81w,ZnhRUBos9FGQZrzbcPn6Vg,Stopped in last night for the first time.  Seated promptly.  Service was excellent.   Burgers were great.  Onion rings are exceptional.   The  fries were a...,5
92,pZc8ntcaD3gzXMc2ujeR9Q,ZnhRUBos9FGQZrzbcPn6Vg,"If your FD, PD or EMS, check this place out. A living memorial to all those that perished on 9-11. Great staff and bring a patch to put on their wall.

The...",5
93,lXd_Degvo7vktpZUNfFcBg,2iW5TU4W0BN8LYBzVmO9Qw,"The Honey Well is as amazing as ever during COVID. Unfortunately they have closed for the winter months, but you can order their delicious-as-ever cocktails...",5
94,oFYAeQI2_3cO5mYPGv4E_g,2iW5TU4W0BN8LYBzVmO9Qw,"The Summary:

Atmosphere - 5/5
Neighborhood - 4/5
Food - N/A
Drinks - 4/5
Inclusivity - 5/5
Experience - 5/5

The Story:
Came here for the first time since...",5
95,eIPS53z7_hDm3PLv8qn_Mg,2iW5TU4W0BN8LYBzVmO9Qw,"Even in the middle of a pandemic, the honey well still thrives and never fails to disappoint. The backyard area is cozy and well-decorated. You'll sit in...",5
96,f3bcHw3R02kSWOoGizmnNg,zW_jPg9Mx9ab-vHph0sfDA,"Stopped at Clem's for a post-dinner drink on a Friday night and was very impressed with the drinks and the overall atmosphere. 

Despite it being a warm...",4
97,-3nQOnyIkamu9QrsfO-LLQ,zW_jPg9Mx9ab-vHph0sfDA,"There's absolutely nothing fancy about Clem's and that's just the way they like it. They are the quintessential dive bar, serving up drinks with little...",4
98,uDdwSJ6jzqpJ6cWDVtfmpA,zW_jPg9Mx9ab-vHph0sfDA,Someone added their own tip to my credit card purchase after I already tipped in cash. I know it's only $2 but it's dishonest or incompetent-- either way...,1
99,mLK8PWL5qoaMshf7RW4alQ,MNNpsRXe7Wt5m3Jla9Wk0w,"I love it here! The staff is great, the out door seating is super cute, the food & drinks are delicious. The alcove burger is a MUST TRY & get one of their...",5
100,-YPSmSrShnCxgyUrLByHvw,MNNpsRXe7Wt5m3Jla9Wk0w,The food is good. The buffalo wings get me to sweat a little and I felt very healthy with the kale salad (even though I added the carne asada).  What really...,5
101,1PksX8mRBEwtd9Yd5_WxUg,MNNpsRXe7Wt5m3Jla9Wk0w,It's been quite sometime since I wrote a Yelp review. But I feel compelled this time around. My sister came by with my 7 month old nephew on Friday and with...,5
102,1aWuOSzaigmFBrcmcNxmHA,xI0H0K1MAq1U6NTp1xFreA,Stopped by here with a friend for a drink while waiting for our dinner reservation. Music is lax old school hip hop (love it). Our bartender was very sweet....,5
103,ufDEYIjaqESe3VxGyLlvXA,xI0H0K1MAq1U6NTp1xFreA,"Cool spot, had an outdoors area. Hip-hop music and chill vibe. Drinks were reasonably priced and well made. Hostesses were really nice and friendly,...",5
104,9--uEggyxBbWJIDDan4PYw,xI0H0K1MAq1U6NTp1xFreA,"Found this spot while strolling looking for a cool vibe for some drinks. Covid protocols were seriously taken, service was friendly and the back yard was...",3
105,nh8GtTTug8dBzeieekeAOg,oCeDS1HexV3bWSJLxmjqXQ,Had a really nice time here on Saturday. The playlist was so good and the burger too. Highly highly recommend the four devils fairy drink. I must have had...,5
106,zccKSODtdPZt8D1wrUdMcA,oCeDS1HexV3bWSJLxmjqXQ,"It's a fun place to hang out in my neighborhood, I hve been coming here for 12 yrs. it's used to be so busy on the weekend before the Covid19 lockdown...",4
107,_icqhR2gm38pQw_mSOlE2A,oCeDS1HexV3bWSJLxmjqXQ,"Onieals Grand Street is a long established bar and restaurant that serves a wide range of drinks and food. Less a cocktail bar and more a basic beer, wine...",4
108,tTkVzquZ9Em6SSMTlEKA1g,xd7ioU33jkwx0hQ3kUNIOg,"What do you think of when someone says Park Slope? Parents and strollers? 

The Double Windsor is an unpretentious neighborhood bar that happily welcomes...",4
109,FqcnAmhm9V77tNlYs84crw,xd7ioU33jkwx0hQ3kUNIOg,"I miss being able to go to restaurants, so I got a burger and fries to go. I had a beer while I waited for my food to be ready and it was a great mid-week...",5
110,m6JlzeCgk-bIpUC26l43jQ,xd7ioU33jkwx0hQ3kUNIOg,One of my favorite places to grab a beer and something to eat. Their beer selection has something for everyone and their food is way above average bar food....,5
111,ncoJ-vnKvl-MUDALIOF4hA,scel8fnT2GAB5YmKNz1VMw,Hotdogs are bomb beer as well. Only prob is the kids but I mean it is what it is. Everyone is just trying to have a good time let them,4
112,chLQyHgHqvTWEe9oAoBmSw,scel8fnT2GAB5YmKNz1VMw,"4.5 stars!
FUN BAR IN WILLIAMSBURG, especially if you like SKEE BALL + CHEAP BEERS!

They have a bunch of drink specials on the wall and have a good variety...",5
113,eJEPi1o4tOZsrQrO1aQ46Q,scel8fnT2GAB5YmKNz1VMw,"How the fuck could anyone actually rate this spot less than 5 stars?

Pretty much perfect and is what it is to a T. If you want a fun and chill place with a...",5
114,O5jtj4sbe97oR_0BxIrEGQ,LpVbI-E9C-CSp7WhU5h2Iw,"Unfortunately for me i was only able to come to this spot once pre-covid, but it was nothing short of amazing. I stopped by for their weekly happy hour...",5
115,u6yXeNSVVtiiQz-6iPCEaA,LpVbI-E9C-CSp7WhU5h2Iw,"Jeff is the absolute man!!! Please support this amazing Seaport INSTITUTION. They've survived 9/11, superstorm Sandy, and are now fighting through covid...",5
116,j4ePJKT1PtPF_Lp-JNhDOg,LpVbI-E9C-CSp7WhU5h2Iw,"We were welcomed by Jeff and Adam, who were as down to earth as they come. Great atmosphere and plenty of Jameson to share. Well worth the time--thanks guys!",5
117,sN2lZWbj8SEwVWKIj5ieRQ,9koSLiiwQDvKvtaSkeknLw,Iona bless your heart and those of your staff for not kicking me out as I sidled in to snap a photo of (flash) the Invader that lives just inside your front...,5
118,C1iBR3XtdmhffJJMOb816g,9koSLiiwQDvKvtaSkeknLw,Stopped by for some drinks. I had an IPA from Finback. They've got a bunch of local options on tap in addition to finback including other half and kcbc....,4
119,wGB8vzRv55zOLoutOB_D3Q,9koSLiiwQDvKvtaSkeknLw,"We're all going through COVID. If you're open at least have the courtesy of being polite. Friendly would be nice but hey, these are tough times. This beanie...",1
120,0I41sTtfjSIuEdTAhzcFjw,jJfCbhEnI5PMPW_vS-Pp6g,"I went to visit the other day, the first time since Pre-pandemic and the outdoor seating is so warm and cozy and there are heatlamps! The bartender was...",5
121,pxyxQVHCAbnFdGcQUHMN6A,jJfCbhEnI5PMPW_vS-Pp6g,"This is a review based on pre-covid. 
I enjoyed the cozy vibes in this bar as we were able to get a wood booth. The berry rabbit and apple cinnamon toddies,...",4
122,EQqDWbyuB4z737WzAPeHUQ,jJfCbhEnI5PMPW_vS-Pp6g,"Nice indoor seating during COVID, friendly staff, good crowd. Quiet, chill bar - great to bring dates to or hangout with a small group of friends.",5
123,_QQ1lPnwJArf9gT55RYKqA,Y_8ZwQYDznZX1-rs_wm6RQ,"I have only ordered from here, but the food is delicious and I cannot wait to eat there in person. It's pure bar food, but it's perfect when you need a...",5
124,I_w3HqbX1hMZsL8XnpVk7Q,Y_8ZwQYDznZX1-rs_wm6RQ,"I went for the first time and the food was very good for a dive bar, the drinks were cold and the service was great.
It will be my new neighborhood go to...",5
125,azLmD3QO7-a4NZTqLgWG0g,Y_8ZwQYDznZX1-rs_wm6RQ,"The hardest thing for a restaurant to maintain is consistency.  The Lion's Head Tavern does not struggle in that regard, they maintain a consistent basis of...",1
126,6JlfKBomEB3zggtgPxXAMg,xprzjm5svSSUCZOnaUbQDQ,"These five stars are well deserved.

My friend and I wandered in here and found something magical. Inside this narrow space was juuuust enough room for the...",5
127,9jdvDAd61JHTxJDxaySdOA,xprzjm5svSSUCZOnaUbQDQ,Came in to wait out second act of show across street while friends stayed to see rest.  Place pretty empty.  Many open seats.  Order a diet Coke. Charged 3...,1
128,A4PLQrjGQX1co6VpYFH0Sg,xprzjm5svSSUCZOnaUbQDQ,"We had just arrived in NYC and my hotel room had a bird's eye view of Jimmy's Corner. A quick Yelp check revealed that Jimmy's is a dive bar, serving good...",4
129,1HtqLBWY5uaVHjKsBq3WRg,XaAj9qfWoQ048-5D9ciX-g,"- you can bring in your own food
- lots of choices
- I would love a sangria option
- the berry rum punch was good, but I could definitely taste the...",4
130,taEXnJuUtHlRbCuFPPleWQ,XaAj9qfWoQ048-5D9ciX-g,Local dive bar-ish vibe. Have HH on a Sunday which is nice. Dim lighting low music that allows for conversation. Decent draft selection. The place is one...,4
131,CPXivc83vQQhDMLg6Pai7g,XaAj9qfWoQ048-5D9ciX-g,Great bar. Chilled here on a Sunday afternoon and enjoyed the happy hour specials while killing time before a concert. I always stop by when I'm in the...,4
132,t2WseCv2cnzPSQ7xWOAcfA,lqkqsHe_2KN35LE5JIaYNg,This place is great. Awesome service. Fairly priced drinks. Locals hanging out enjoying themselves. Just a great neighborhood bar. Will be back for sure.,5
133,8h6xzt7KE9WMe8Qzxs_Ftw,lqkqsHe_2KN35LE5JIaYNg,"If you're not interested in reading the full review, here's the long story short - this isn't a place you go for fancy cocktails and cuisine, this is the...",3
